Seq_id	Size	Description
282	-	1236862	1234428	2434
--------------------------------------------------------------------------------
Block #397
Seq_id	Strand	Start	End	Length
169	+	3402588	3411947	9359
174	+	3271637	3281014	9377
193	-	648972	639595	9377
250	-	1281433	1272019	9414
282	-	1232237	1222860	9377
295	-	9377	0	9377
--------------------------------------------------------------------------------
Block #398
Seq_id	Strand	Start	End	Length
169	+	3538832	3544714	5882
174	+	3406670	3412552	5882
193	-	511991	506109	5882
241	-	5882	0	5882
250	-	1145108	1139226	5882
282	+	908808	914690	5882
--------------------------------------------------------------------------------
Block #399
Seq_id	Strand	Start	End	Length
169	+	3545112	3548809	3697
174	+	3412950	3416648	3698
193	-	505711	502013	3698
243	-	5805	2107	3698
250	-	1138828	1135130	3698
282	+	915088	918786	3698
--------------------------------------------------------------------------------
Block #400
Seq_id	Strand	Start	End	Length
169	+	3549566	3550906	1340
174	+	3417405	3418745	1340
193	-	501256	499916	1340
243	-	1340	0	1340
250	-	1134373	1133033	1340
282	+	919543	920883	1340
--------------------------------------------------------------------------------
Block #401
Seq_id	Strand	Start	End	Length
169	+	3551810	3576851	25041
174	+	3419649	3444674	25025
193	-	499012	473993	25019
250	-	1132129	1107078	25051
280	-	49227	24192	25035
282	+	921787	946822	25035
--------------------------------------------------------------------------------
Block #402
Seq_id	Strand	Start	End	Length
169	+	3577571	3590713	13142
174	+	3445394	3458536	13142
193	-	473273	460131	13142
250	-	1106358	1093216	13142
280	-	23344	10200	13144
282	+	947542	960684	13142
--------------------------------------------------------------------------------
Block #403
Seq_id	Strand	Start	End	Length
169	+	3595885	3598541	2656
171	-	4313	1657	2656
174	+	3463708	3466364	2656
193	-	454959	452303	2656
250	-	1088044	1085388	2656
282	+	965853	968509	2656
--------------------------------------------------------------------------------
Block #404
Seq_id	Strand	Start	End	Length
169	+	3598541	3599597	1056
169	-	4490413	4489360	1053
171	-	1657	593	1064
174	+	3466364	3467420	1056
174	-	4219212	4218063	1149
193	-	452303	451247	1056
193	-	4638858	4637653	1205
250	-	1085388	1084332	1056
282	+	968509	969565	1056
--------------------------------------------------------------------------------
Block #405
Seq_id	Strand	Start	End	Length
169	+	3599597	3600187	590
171	-	593	0	593
174	+	3467420	3468010	590
193	-	451247	450657	590
250	-	1084332	1083742	590
282	+	969565	970155	590
--------------------------------------------------------------------------------
Block #406
Seq_id	Strand	Start	End	Length
169	+	3600187	3601312	1125
169	+	4493437	4494562	1125
174	+	3468010	3469135	1125
174	+	4222236	4223361	1125
193	-	450657	447571	3086
193	+	4641882	4643007	1125
250	-	1083742	1082617	1125
251	-	27966	26833	1133
282	+	970155	971280	1125
--------------------------------------------------------------------------------
Block #407
Seq_id	Strand	Start	End	Length
169	+	3601313	3607061	5748
174	+	3469136	3474884	5748
193	-	447570	441822	5748
250	-	1082616	1076868	5748
251	-	26827	21079	5748
282	+	971281	977029	5748
--------------------------------------------------------------------------------
Block #408
Seq_id	Strand	Start	End	Length
169	+	3607647	3616106	8459
174	+	3475470	3483929	8459
193	-	441236	432777	8459
250	-	1076282	1067823	8459
251	-	20383	11924	8459
282	+	977615	986074	8459
--------------------------------------------------------------------------------
